Claim,LLM_Response,Fact-Check Verdict,FEVER Label
There exists a Brazilian called Freddie Highmore.,no,REFUTES,REFUTES
Lyron Cobbins was also a member of the Notre Dame Fighting Falcons and the Chicago Cardinals.,no,REFUTES,REFUTES
Freddie Highmore didn't star in the television series Bates Motel.,no,SUPPORTS,REFUTES
There is more than one elephant ear cultivar.,yes,SUPPORTS,SUPPORTS
There is more than one elephant ear cultivar.,yes,SUPPORTS,SUPPORTS
There is not a CW series with Maggie Q as its star that goes by the name of There.,no,SUPPORTS,REFUTES
The one-time Vice President of the International Naturist Federation died after California became a state.,no,REFUTES,SUPPORTS
The one-time Vice President of the International Naturist Federation died after California became a state.,no,REFUTES,SUPPORTS
The one-time Vice President of the International Naturist Federation died after California became a state.,no,REFUTES,SUPPORTS
There exists a son that goes by the name of Tyler Perry.,yes,SUPPORTS,NOT ENOUGH INFO
"Guy Pawson was an excellent fielder and a right-arm fast bowler, and was a useful batsman for the Oxford University team.",yes,SUPPORTS,NOT ENOUGH INFO
There was a child during World War 1 called Charles Howard Hinton.,yes,SUPPORTS,REFUTES
"The Prowler was created by Stan Lee, John Buscema, and Jim Mooney in the seventies of the twentieth century.",yes,SUPPORTS,NOT ENOUGH INFO
"Prescott, Arizona is a place and is in a desert.",yes,SUPPORTS,NOT ENOUGH INFO
"Mercury keeps one of its faces permanently turned toward the Sun , through the mechanism of tidal locking.",no,REFUTES,REFUTES
"Mercury keeps one of its faces permanently turned toward the Sun , through the mechanism of tidal locking.",no,REFUTES,REFUTES
There does not exist a singing talent competition that goes by the name of NXT Tag Team Championship.,no,SUPPORTS,SUPPORTS
Diwali originated in a country which shares its border with Sri Lanka.,no,REFUTES,NOT ENOUGH INFO
"There exists a Bostonian, it goes by the name of Johnny Van Zant.",yes,SUPPORTS,NOT ENOUGH INFO
"There exists a Bostonian, it goes by the name of Johnny Van Zant.",yes,SUPPORTS,NOT ENOUGH INFO
There is a season of a TV show called The Challenge XXX: Dirty 30.,yes,SUPPORTS,SUPPORTS
Chadwick Boseman portrayed James Brown and refused to ever portray a character in any Marvel Studios film.,no,SUPPORTS,REFUTES
Chadwick Boseman portrayed James Brown and refused to ever portray a character in any Marvel Studios film.,no,SUPPORTS,REFUTES
Chadwick Boseman portrayed James Brown and refused to ever portray a character in any Marvel Studios film.,no,SUPPORTS,REFUTES
Chadwick Boseman portrayed James Brown and refused to ever portray a character in any Marvel Studios film.,no,SUPPORTS,REFUTES
There does not exist a two-time Olympic gold winner in basketball called Chris Paul.,no,SUPPORTS,REFUTES
There does not exist a two-time Olympic gold winner in basketball called Chris Paul.,no,SUPPORTS,REFUTES
There does not exist a two-time Olympic gold winner in basketball called Chris Paul.,no,SUPPORTS,REFUTES
There does not exist a two-time Olympic gold winner in basketball called Chris Paul.,no,SUPPORTS,REFUTES
There does not exist a two-time Olympic gold winner in basketball called Chris Paul.,no,SUPPORTS,REFUTES
There does not exist an American movie from 2008 that goes by the name of Milk.,no,SUPPORTS,REFUTES
Elizabeth of York was not in a marriage with the first monarch of the House of Tudor,"Yes, Elizabeth of York was married to King Henry VIII.",REFUTES,REFUTES
Elizabeth of York was not in a marriage with the first monarch of the House of Tudor,"Yes, Elizabeth of York was married to King Henry VIII.",REFUTES,REFUTES
Benjamin Harrison served in the army in the Civil War after his grandfather fought in the Battle of Tippecanoe.,no,REFUTES,SUPPORTS
Benjamin Harrison served in the army in the Civil War after his grandfather fought in the Battle of Tippecanoe.,no,REFUTES,SUPPORTS
Benjamin Harrison served in the army in the Civil War after his grandfather fought in the Battle of Tippecanoe.,no,REFUTES,SUPPORTS
Benjamin Harrison served in the army in the Civil War after his grandfather fought in the Battle of Tippecanoe.,no,REFUTES,SUPPORTS
Benjamin Harrison served in the army in the Civil War after his grandfather fought in the Battle of Tippecanoe.,no,REFUTES,SUPPORTS
Benjamin Harrison served in the army in the Civil War after his grandfather fought in the Battle of Tippecanoe.,no,REFUTES,SUPPORTS
The Latvian Soviet Socialist Republic was a republic of the Soviet Union after 2000.,no,REFUTES,REFUTES
The Latvian Soviet Socialist Republic was a republic of the Soviet Union after 2000.,no,REFUTES,REFUTES
The Latvian Soviet Socialist Republic was a republic of the Soviet Union after 2000.,no,REFUTES,REFUTES
"Magens Bay, along with the rest of the island, has a population of about 1,200,000.",no,REFUTES,REFUTES
"Magens Bay, along with the rest of the island, has a population of about 1,200,000.",no,REFUTES,REFUTES
There is not a valley that goes by the name of Musala.,no,SUPPORTS,SUPPORTS
There is not a valley that goes by the name of Musala.,no,SUPPORTS,SUPPORTS
There is not a valley that goes by the name of Musala.,no,SUPPORTS,SUPPORTS
There is not a valley that goes by the name of Musala.,no,SUPPORTS,SUPPORTS
Richard Dawson is still alive,Richard Dawson is dead.,REFUTES,REFUTES
There is a politician called Alan White.,yes,SUPPORTS,NOT ENOUGH INFO
"The area of Jamai, India is larger than the area of Spain.",no,REFUTES,REFUTES
"The area of Jamai, India is larger than the area of Spain.",no,REFUTES,REFUTES
"The area of Jamai, India is larger than the area of Spain.",no,REFUTES,REFUTES
Oscar the los Hoya was named Fighter of the Year,yes,SUPPORTS,NOT ENOUGH INFO
Asylum Records is an American record label founded 5 years before 1976 by David Geffen and musician Elliot Roberts.,no,REFUTES,NOT ENOUGH INFO
"Villa Park was closed on August 12, 2012 and hosted a football match on August 12, 2012.",no,REFUTES,NOT ENOUGH INFO
"Camden, New Jersey is the home of a school that was founded as the South Jersey Law School between 1925 and 1927.",yes,SUPPORTS,SUPPORTS
"There existed a party in Cyprus, it went by the name of There.",no,REFUTES,NOT ENOUGH INFO
"There existed a party in Cyprus, it went by the name of There.",no,REFUTES,NOT ENOUGH INFO
"There existed a party in Cyprus, it went by the name of There.",no,REFUTES,NOT ENOUGH INFO
Manmohan Singh was a prime minister 3 years after 2012 after the first Prime Minister of India.,no,REFUTES,REFUTES
There is a novelist called Ed Decter.,yes,SUPPORTS,NOT ENOUGH INFO
"The Indian National Congress was founded between 1883 and 1887, during the British Raj.",yes,SUPPORTS,SUPPORTS
"The Indian National Congress was founded between 1883 and 1887, during the British Raj.",yes,SUPPORTS,SUPPORTS
"The Indian National Congress was founded between 1883 and 1887, during the British Raj.",yes,SUPPORTS,SUPPORTS
There existed a professional athlete called Gory Guerrero.,yes,SUPPORTS,SUPPORTS
There existed a professional athlete called Gory Guerrero.,yes,SUPPORTS,SUPPORTS
The area of Province of Jaén -LRB-Spain-RRB- is larger than the area of Amravati.,yes,SUPPORTS,SUPPORTS
The area of Province of Jaén -LRB-Spain-RRB- is larger than the area of Amravati.,yes,SUPPORTS,SUPPORTS
The area of Province of Jaén -LRB-Spain-RRB- is larger than the area of Amravati.,yes,SUPPORTS,SUPPORTS
May of 1399 is the approximate time at which the person Sejong the Great started living.,yes,SUPPORTS,REFUTES
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
1790 is some other time than when Benjamin Franklin was born.,yes,NOT ENOUGH INFO,SUPPORTS
Prague's historic center was first included in the UNESCO list of World Heritage Sites after 1980.,yes,SUPPORTS,SUPPORTS
Prague's historic center was first included in the UNESCO list of World Heritage Sites after 1980.,yes,SUPPORTS,SUPPORTS
Prague's historic center was first included in the UNESCO list of World Heritage Sites after 1980.,yes,SUPPORTS,SUPPORTS
Prague's historic center was first included in the UNESCO list of World Heritage Sites after 1980.,yes,SUPPORTS,SUPPORTS
Prague's historic center was first included in the UNESCO list of World Heritage Sites after 1980.,yes,SUPPORTS,SUPPORTS
Prague's historic center was first included in the UNESCO list of World Heritage Sites after 1980.,yes,SUPPORTS,SUPPORTS
Terminfo's library include a configuration tool to help data managers to write message templates and data values.,no,REFUTES,NOT ENOUGH INFO
There is not a film that goes by the name of Annie.,no,SUPPORTS,REFUTES
There is not a film that goes by the name of Annie.,no,SUPPORTS,REFUTES
"It is not true that one can falsely say that double negation theorem states that ""If a statement is false, than it is not the case that the statement is not false.""",yes,REFUTES,SUPPORTS
"It is not true that one can falsely say that double negation theorem states that ""If a statement is false, than it is not the case that the statement is not false.""",yes,REFUTES,SUPPORTS
Turin's Juventus Stadium is the home arena for a club with largest fan base is the at Italy,yes,SUPPORTS,SUPPORTS
Turin's Juventus Stadium is the home arena for a club with largest fan base is the at Italy,yes,SUPPORTS,SUPPORTS
Turin's Juventus Stadium is the home arena for a club with largest fan base is the at Italy,yes,SUPPORTS,SUPPORTS
Artpop was Gaga's second consecutive number-one record in the United States in the 2000s.,yes,SUPPORTS,REFUTES
There is not a cat called Simon Pegg.,"no, he is a character in the animated series.",REFUTES,SUPPORTS
Jonah Hill is certainly not a screenwriter.,no,SUPPORTS,REFUTES
There does not exist a mixtape that goes by the name of House of Balloons.,no,SUPPORTS,REFUTES
There does not exist a mixtape that goes by the name of House of Balloons.,no,SUPPORTS,REFUTES
There existed a Nacho Libre wrestler that went by the name of Gory Guerrero.,yes,SUPPORTS,NOT ENOUGH INFO
"Aramazd is believed to be a descendant of the Iranian Iranian prophet Zoroaster, and a descendant of Mazda Being.",no,REFUTES,NOT ENOUGH INFO
Chris Bosh won his first NBA Finals title 4 years after 2008 against Oklahoma City Thunder.,no,REFUTES,SUPPORTS
"Augustus Prew was born in Westminster, London, England after 1980.",no,REFUTES,REFUTES
The area of Chicumbo is larger than the area of Guendembou.,no,REFUTES,Not Enough Info
"There was a wealthy star, it was called Goldie Hawn.",yes,SUPPORTS,NOT ENOUGH INFO
"There exists a place, Maine, that is the birthplace of the person Jefferson Davis.",yes,SUPPORTS,REFUTES
An Education is a coming-of-age drama film and is a drama commercial.,no,REFUTES,REFUTES
An Education is a coming-of-age drama film and is a drama commercial.,no,REFUTES,REFUTES
"There is a 2004 American film, it is called DodgeBall: A True Underdog Story.",yes,SUPPORTS,SUPPORTS
One True Thing is film that originated from outside the United States.,yes,SUPPORTS,REFUTES
There exists an British television sitcom that goes by the name of Two and a Half Men.,yes,SUPPORTS,REFUTES
There exists an British television sitcom that goes by the name of Two and a Half Men.,yes,SUPPORTS,REFUTES
There exists an British television sitcom that goes by the name of Two and a Half Men.,yes,SUPPORTS,REFUTES
"Kuching is an administrative district within Kuching Division, Sarawak, Malaysia","Kuching is a district in Sarawak, Malaysia.",SUPPORTS,SUPPORTS
Pakistan formally accepted a novel constitution in 1973,no,REFUTES,SUPPORTS
There exists a vehicle manufacturer called Mercedes-Benz.,yes,SUPPORTS,SUPPORTS
There exists a vehicle manufacturer called Mercedes-Benz.,yes,SUPPORTS,SUPPORTS
There exists a vehicle manufacturer called Mercedes-Benz.,yes,SUPPORTS,SUPPORTS
There exists a vehicle manufacturer called Mercedes-Benz.,yes,SUPPORTS,SUPPORTS
There exists a vehicle manufacturer called Mercedes-Benz.,yes,SUPPORTS,SUPPORTS
Pharrell Williams and Shay Haley were in a band together and makes drums.,no,REFUTES,NOT ENOUGH INFO
Johann Wolfgang von Goethe put out the first part of Faust before 1810.,"Yes, it is well known that he wrote the first part of Faust before 1810.",NOT ENOUGH INFO,NOT ENOUGH INFO
"January 5th, 1955 is the approximate time at which the person Mamata Banerjee started living.",yes,SUPPORTS,SUPPORTS
Keith Godchaux was not a member of the Grateful Dead in 1999.,no,SUPPORTS,SUPPORTS
Kate Hudson is left wing political activist,"Kate Hudson is a singer and actress, not a political activist.",REFUTES,SUPPORTS
There exists a television show called The Beverly Hillbillies.,yes,SUPPORTS,SUPPORTS
There exists a television show called The Beverly Hillbillies.,yes,SUPPORTS,SUPPORTS
There is not a state that goes by the name of Estonia.,no,SUPPORTS,REFUTES
There is not a state that goes by the name of Estonia.,no,SUPPORTS,REFUTES
There is not a state that goes by the name of Estonia.,no,SUPPORTS,REFUTES
There is not a state that goes by the name of Estonia.,no,SUPPORTS,REFUTES
